_id,,,,,,ENG110,ENG105,ENG106,MAT111,MAT121,MAT225,MAT224,MAT221,BLL101,PHY110,PHY110L,CHE101,SOC101,ECN200,BDS102,MGT301,ACN201,LFE201,EEE110,EEE110L,EEE210,EEE210L,CSE101,CSE115,CSE115L,CSE225,CSE225L,CSE213,CSE213L,CSE311,CSE311L,CSE329,CSE329L,CSE317,CSE111,CSE205,CSE205L,CSE305,CSE305L,CSE341,CSE341L,CSE331,CSE331L,CSE330,CSE330L,CSE340,CSE340L,CSE413,CSE413L,CSE445,CSE445L,CSE435,CSE435L,CSE321,CSE471,CSE498,CSE406,CSE425,CSE452,CSE421,EEE415,If you completed any other optional course except the above [add the course code and title]
18302016,,,,,,18302016,,18302016,18302016,18302016,18302016,18302016,18302016,18302016,18302016,18302016,,,,18302016,,18302016,,18302016,18302016,18302016,18302016,18302016,18302016,18302016,18302016,18302016,18302016,18302016,18302016,18302016,,,18302016,18302016,18302016,18302016,18302016,18302016,18302016,18302016,18302016,18302016,18302016,18302016,18302016,18302016,18302016,18302016,18302016,18302016,18302016,18302016,18302016,18302016,18302016,18302016,18302016,18302016,,,
18302009,,,,,,18302009,,18302009,18302009,18302009,18302009,18302009,18302009,18302009,18302009,,18302009,,18302009,18302009,,18302009,,18302009,18302009,18302009,18302009,18302009,18302009,18302009,18302009,18302009,18302009,18302009,18302009,18302009,18302009,18302009,18302009,18302009,18302009,18302009,18302009,18302009,18302009,18302009,18302009,18302009,18302009,18302009,18302009,18302009,,,18302009,18302009,18302009,18302009,18302009,18302009,,18302009,18302009,,,18302009,
18302008,,,,,,18302008,,18302008,18302008,18302008,18302008,18302008,18302008,18302008,18302008,18302008,18302008,,18302008,18302008,,18302008,,18302008,18302008,18302008,18302008,18302008,18302008,18302008,18302008,,18302008,18302008,18302008,18302008,18302008,18302008,18302008,18302008,18302008,18302008,18302008,18302008,18302008,18302008,18302008,18302008,18302008,18302008,18302008,18302008,,,18302008,18302008,,18302008,18302008,18302008,,18302008,18302008,,,,
18302007,,,,,,18302007,,18302007,18302007,18302007,18302007,18302007,18302007,18302007,18302007,18302007,18302007,,18302007,18302007,,18302007,,18302007,18302007,18302007,18302007,18302007,18302007,18302007,18302007,18302007,18302007,18302007,18302007,18302007,18302007,18302007,18302007,18302007,18302007,18302007,18302007,18302007,18302007,18302007,18302007,18302007,18302007,18302007,18302007,18302007,,,18302007,18302007,18302007,18302007,18302007,18302007,,18302007,,,,18302007,
18202086,,,,,,18202086,,18202086,18202086,18202086,No,18202086,18202086,18202086,18202086,18202086,18202086,,18202086,18202086,,18202086,,18202086,18202086,18202086,18202086,18202086,18202086,18202086,18202086,18202086,18202086,18202086,18202086,,18202086,,18202086,18202086,18202086,,18202086,,18202086,18202086,,,,,18202086,,,,18202086,18202086,,,18202086,18202086,,18202086,,,,,No
18202074,,,,,,18202074,,18202074,18202074,18202074,18202074,18202074,18202074,18202074,18202074,18202074,18202074,,18202074,18202074,,18202074,,18202074,18202074,18202074,18202074,18202074,18202074,18202074,18202074,18202074,18202074,18202074,18202074,18202074,18202074,18202074,,18202074,18202074,18202074,18202074,18202074,18202074,18202074,18202074,18202074,18202074,18202074,18202074,,18202074,18202074,,,18202074,18202074,18202074,18202074,,,,,,,
18202063,,,,,,18202063,,18202063,18202063,18202063,18202063,18202063,18202063,18202063,18202063,18202063,18202063,,18202063,18202063,,18202063,,18202063,18202063,18202063,18202063,18202063,18202063,18202063,18202063,18202063,18202063,18202063,18202063,18202063,18202063,18202063,18202063,18202063,18202063,18202063,18202063,18202063,18202063,18202063,18202063,18202063,18202063,18202063,18202063,18202063,18202063,18202063,18202063,18202063,18202063,18202063,18202063,18202063,18202063,18202063,18202063,18202063,,18202063,
18202058,,,,,,18202058,,18202058,18202058,18202058,18202058,18202058,18202058,18202058,18202058,18202058,18202058,,18202058,18202058,,18202058,,18202058,18202058,18202058,18202058,18202058,18202058,18202058,18202058,18202058,18202058,18202058,18202058,18202058,,,,18202058,18202058,18202058,18202058,18202058,18202058,18202058,18202058,18202058,18202058,18202058,18202058,18202058,,,,,18202058,18202058,18202058,,,,18202058,,,18202058,
18202056,,,,,,18202056,,18202056,18202056,,18202056,18202056,18202056,18202056,18202056,18202056,18202056,,18202056,18202056,,18202056,,18202056,18202056,18202056,18202056,18202056,18202056,18202056,18202056,18202056,18202056,18202056,18202056,18202056,18202056,18202056,18202056,18202056,18202056,18202056,18202056,18202056,18202056,18202056,18202056,18202056,18202056,18202056,18202056,18202056,18202056,18202056,18202056,18202056,18202056,18202056,18202056,18202056,18202056,18202056,18202056,,,18202056,
18202043,,,,,,18202043,,18202043,18202043,18202043,18202043,18202043,18202043,18202043,18202043,18202043,18202043,,18202043,18202043,,18202043,,18202043,18202043,18202043,18202043,18202043,18202043,18202043,18202043,18202043,18202043,18202043,18202043,18202043,18202043,18202043,18202043,18202043,18202043,18202043,18202043,18202043,18202043,18202043,18202043,18202043,18202043,18202043,18202043,18202043,18202043,18202043,18202043,18202043,18202043,18202043,18202043,18202043,18202043,18202043,18202043,18202043,,18202043,
18202036,,,,,,18202036,18202036,18202036,18202036,18202036,18202036,18202036,18202036,18202036,18202036,18202036,18202036,,18202036,18202036,,18202036,18202036,18202036,18202036,18202036,18202036,18202036,18202036,18202036,18202036,18202036,18202036,18202036,18202036,18202036,18202036,18202036,18202036,18202036,18202036,18202036,18202036,18202036,18202036,18202036,18202036,18202036,18202036,18202036,18202036,18202036,18202036,18202036,18202036,18202036,18202036,18202036,18202036,18202036,18202036,18202036,18202036,,,18202036,
18202026,,,,,,18202026,,18202026,18202026,18202026,18202026,18202026,18202026,18202026,18202026,18202026,18202026,,18202026,18202026,,,,18202026,18202026,,,18202026,18202026,18202026,18202026,18202026,18202026,18202026,18202026,18202026,18202026,18202026,18202026,18202026,18202026,18202026,18202026,18202026,18202026,18202026,18202026,18202026,18202026,18202026,18202026,18202026,18202026,18202026,18202026,18202026,18202026,18202026,18202026,18202026,18202026,18202026,18202026,18202026,,,
18202024,,,,,,18202024,,18202024,18202024,18202024,,18202024,18202024,18202024,18202024,18202024,18202024,18202024,18202024,18202024,,18202024,,18202024,18202024,18202024,18202024,18202024,18202024,18202024,18202024,18202024,18202024,18202024,18202024,18202024,18202024,18202024,18202024,18202024,18202024,18202024,18202024,18202024,18202024,18202024,18202024,18202024,18202024,18202024,18202024,18202024,18202024,18202024,,,18202024,18202024,18202024,18202024,,,18202024,,,,No
18202023,,,,,,18202023,,18202023,18202023,18202023,18202023,18202023,18202023,18202023,18202023,18202023,18202023,,18202023,18202023,,18202023,18202023,18202023,18202023,18202023,18202023,18202023,18202023,18202023,18202023,18202023,18202023,18202023,18202023,18202023,,,18202023,18202023,18202023,18202023,18202023,18202023,18202023,18202023,,,18202023,18202023,18202023,18202023,,,,,18202023,18202023,,,,,,,,,
18202022,,,,,,18202022,,18202022,18202022,18202022,18202022,18202022,18202022,18202022,18202022,18202022,18202022,,18202022,18202022,,18202022,,18202022,18202022,18202022,18202022,18202022,18202022,18202022,18202022,18202022,18202022,18202022,18202022,18202022,18202022,18202022,18202022,18202022,18202022,18202022,18202022,18202022,18202022,18202022,18202022,18202022,18202022,18202022,18202022,18202022,18202022,18202022,18202022,18202022,18202022,18202022,18202022,18202022,,18202022,18202022,18202022,,18202022,
18202021,,,,,,18202021,,18202021,18202021,18202021,18202021,,18202021,18202021,18202021,18202021,18202021,,18202021,18202021,,18202021,,18202021,18202021,18202021,18202021,18202021,18202021,18202021,18202021,18202021,18202021,18202021,18202021,18202021,18202021,18202021,18202021,18202021,18202021,18202021,18202021,18202021,18202021,18202021,18202021,18202021,18202021,18202021,18202021,18202021,,,18202021,18202021,18202021,18202021,18202021,18202021,18202021,18202021,18202021,18202021,,18202021,
18202020,,,,,,18202020,,18202020,18202020,18202020,18202020,18202020,18202020,18202020,18202020,18202020,18202020,,18202020,18202020,,18202020,,18202020,18202020,18202020,18202020,18202020,18202020,18202020,18202020,18202020,18202020,18202020,18202020,18202020,18202020,18202020,18202020,18202020,18202020,18202020,18202020,18202020,18202020,18202020,18202020,18202020,18202020,18202020,18202020,18202020,18202020,18202020,18202020,18202020,18202020,18202020,18202020,18202020,18202020,18202020,18202020,18202020,,18202020,
18202018,,,,,,18202018,,18202018,18202018,18202018,18202018,18202018,18202018,18202018,18202018,18202018,18202018,,18202018,18202018,,18202018,,18202018,18202018,,,18202018,18202018,18202018,18202018,18202018,18202018,18202018,18202018,18202018,,,18202018,18202018,18202018,18202018,18202018,18202018,18202018,18202018,18202018,18202018,18202018,18202018,18202018,18202018,18202018,18202018,18202018,18202018,18202018,18202018,18202018,18202018,18202018,18202018,18202018,18202018,,,
18202015,,,,,,18202015,,180202015,180202015,180202015,180202015,180202015,180202015,180202015,180202015,180202015,180202015,,180202015,180202015,,180202015,,180202015,180202015,180202015,180202015,180202015,180202015,180202015,180202015,180202015,180202015,180202015,180202015,180202015,180202015,180202015,180202015,180202015,180202015,180202015,180202015,180202015,180202015,18202015,180202015,180202015,180202015,180202015,180202015,180202015,180202015,180202015,180202015,180202015,,,180202015,,,180202015,180202015,,,,No
18202014,,,,,,18202014,,18202014,18202014,18202014,18202014,18202014,18202014,18202014,18202014,18202014,18202014,,18202014,18202014,,18202014,,18202014,18202014,,,18202014,18202014,18202014,18202014,18202014,18202014,18202014,18202014,18202014,18202014,18202014,18202014,18202014,18202014,18202014,18202014,18202014,18202014,18202014,18202014,18202014,18202014,18202014,18202014,18202014,18202014,18202014,18202014,18202014,18202014,18202014,18202014,18202014,18202014,18202014,18202014,18202014,,,
18202013,,,,,,18202013,,18202013,18202013,18202013,18202013,18202013,,18202013,18202013,18202013,18202013,,18202013,18202013,,18202013,,18202013,18202013,18202013,18202013,18202013,18202013,18202013,18202013,18202013,18202013,,,,,,,18202013,18202013,18202013,,,,,18202013,18202013,,,,,,,,,,,18202013,,,,,,,,
18202012,,,,,,18202012,,18202012,18202012,,18202012,18202012,18202012,18202012,18202012,18202012,,,18202012,,,18202012,,,,,,18202012,18202012,18202012,18202012,18202012,18202012,18202012,18202012,18202012,18202012,18202012,18202012,18202012,18202012,18202012,18202012,18202012,18202012,18202012,18202012,18202012,18202012,18202012,18202012,18202012,18202012,18202012,18202012,18202012,18202012,18202012,18202012,18202012,18202012,18202012,18202012,18202012,,,
18202007,,,,,,18202007,,18202007,18202007,18202007,18202007,18202007,18202007,18202007,18202007,18202007,18202007,,18202007,18202007,,18202007,,18202007,18202007,18202007,18202007,18202007,18202007,18202007,18202007,18202007,18202007,18202007,18202007,18202007,18202007,18202007,18202007,18202007,18202007,18202007,18202007,18202007,18202007,18202007,18202007,18202007,18202007,18202007,18202007,18202007,,,18202007,18202007,18202007,18202007,18202007,,,18202007,,,,,
18102013,,,,,,18102013,,18102013,18102013,18102013,18102013,18102013,18102013,18102013,18102013,18102013,18102013,,18102013,18102013,,18102013,,18102013,18102013,,,18102013,18102013,18102013,18102013,18102013,18102013,18102013,18102013,18102013,18102013,18102013,18102013,18102013,18102013,18102013,18102013,18102013,18102013,18102013,18102013,18102013,18102013,18102013,18102013,18102013,18102013,18102013,18102013,18102013,18102013,,18102013,18102013,18102013,18102013,18102013,18102013,,18102013,
18102012,,,,,,18102012,,18102012,18102012,18102012,18102012,18102012,18102012,18102012,18102012,18102012,18102012,,18102012,18102012,,18102012,,18102012,18102012,18102012,18102012,18102012,18102012,18102012,18102012,18102012,18102012,18102012,18102012,18102012,18102012,18102012,18102012,18102012,18102012,18102012,18102012,18102012,18102012,18102012,18102012,18102012,18102012,18102012,18102012,18102012,18102012,18102012,18102012,18102012,18102012,18102012,18102012,,18102012,18102012,18102012,18102012,,18102012,
18102011,,,,,,18102011,,18102011,18102011,18102011,18102011,18102011,18102011,18102011,18102011,18102011,18102011,,18102011,18102011,,18102011,,18102011,18102011,18102011,18102011,18102011,18102011,18102011,18102011,18102011,18102011,18102011,18102011,18102011,,,,18102011,18102011,18102011,18102011,18102011,,,,,18102011,18102011,18102011,18102011,18102011,18102011,18102011,18102011,,,18102011,18102011,,18102011,,,,,Cse329L
18102007,,,,,,18102007,,18102007,18102007,18102007,18102007,18102007,18102007,18102007,18102007,18102007,18102007,,18102007,18102007,,18102007,,18102007,18102007,,,18102007,18102007,18102007,18102007,18102007,18102007,18102007,18102007,18102007,18102007,18102007,18102007,18102007,18102007,18102007,18102007,18102007,18102007,18102007,18102007,18102007,18102007,18102007,18102007,18102007,18102007,18102007,18102007,18102007,18102007,18102007,18102007,,18102007,18102007,18102007,18102007,,18102007,
18102006,,,,,,18102006,,18102006,18102006,18102006,18102006,18102006,18102006,18102006,18102006,18102006,18102006,,18102006,18102006,,18102006,,18102006,18102006,,,18102006,18102006,18102006,18102006,18102006,18102006,18102006,18102006,18102006,18102006,18102006,18102006,18102006,18102006,18102006,18102006,18102006,18102006,18102006,18102006,18102006,18102006,18102006,18102006,18102006,18102006,18102006,18102006,18102006,18102006,18102006,18102006,18102006,18102006,18102006,18102006,,,18102006,
18102005,,,,,,18102005,,18102005,18102005,18102005,18102005,,18102005,18102005,18102005,18102005,18102005,,18102005,18102005,,18102005,,18102005,18102005,18102005,18102005,18102005,18102005,18102005,18102005,18102005,18102005,18102005,18102005,18102005,18102005,,18102005,18102005,18102005,18102005,18102005,18102005,18102005,18102005,18102005,18102005,18102005,18102005,18102005,18102005,,,18102005,18102005,,18102005,18102005,,,18102005,,,,,
18102001,,,,,,18102001,,18102001,18102001,18102001,18102001,18102001,18102001,18102001,18102001,18102001,18102001,,18102001,18102001,,18102001,,18102001,18102001,18102001,18102001,18102001,18102001,18102001,18102001,18102001,18102001,18102001,18102001,18102001,18102001,18102001,18102001,18102001,18102001,18102001,18102001,18102001,18102001,18102001,18102001,18102001,18102001,18102001,18102001,18102001,18102001,18102001,18102001,18102001,18102001,18102001,18102001,18102001,18102001,18102001,18102001,,,18102001,
17102017,,,,,,17102017,,17102017,17102017,17102017,17102017,17102017,17102017,,17102017,17102017,,,17102017,,,17102017,,17102017,17102017,17102017,17102017,17102017,17102017,17102017,17102017,17102017,,,17102017,17102017,,,,17102017,17102017,17102017,17102017,,17102017,17102017,,,,,,,,,,,,,,,,,,,,No,
